#StartDevice,StartPort,EndDevice,EndPort,LinkType
DSM091060712037,DSM091060712037 ibp75s0f0,DSM09-0101-0607-08IB0,Port 8, Data
DSM091060801003,DSM091060801003 ibp75s0f0,DSM09-0101-0607-08IB0,Port 9, Data
DSM091060801019,DSM091060801019 ibp75s0f0,DSM09-0101-0607-08IB0,Port 10, Data
DSM091060801053,DSM091060801053 ibp75s0f0,DSM09-0101-0607-08IB0,Port 11, Data
DSM091060801037,DSM091060801037 ibp75s0f0,DSM09-0101-0607-08IB0,Port 12, Data
DSM091060802019,DSM091060802019 ibp75s0f0,DSM09-0101-0607-08IB0,Port 14, Data
DSM091060802053,DSM091060802053 ibp75s0f0,DSM09-0101-0607-08IB0,Port 15, Data
DSM091060802037,DSM091060802037 ibp75s0f0,DSM09-0101-0607-08IB0,Port 16, Data
DSM091060803003,DSM091060803003 ibp75s0f0,DSM09-0101-0607-08IB0,Port 17, Data
DSM091060803019,DSM091060803019 ibp75s0f0,DSM09-0101-0607-08IB0,Port 18, Data
DSM091060803053,DSM091060803053 ibp75s0f0,DSM09-0101-0607-08IB0,Port 19, Data
DSM091060803037,DSM091060803037 ibp75s0f0,DSM09-0101-0607-08IB0,Port 20, Data
DSM091060804003,DSM091060804003 ibp75s0f0,DSM09-0101-0607-09IB0,Port 1, Data
DSM091060804019,DSM091060804019 ibp75s0f0,DSM09-0101-0607-09IB0,Port 2, Data
DSM091060804053,DSM091060804053 ibp75s0f0,DSM09-0101-0607-09IB0,Port 3, Data
DSM091060804037,DSM091060804037 ibp75s0f0,DSM09-0101-0607-09IB0,Port 4, Data
DSM091060805003,DSM091060805003 ibp75s0f0,DSM09-0101-0607-09IB0,Port 5, Data
DSM091060805019,DSM091060805019 ibp75s0f0,DSM09-0101-0607-09IB0,Port 6, Data
DSM091060805053,DSM091060805053 ibp75s0f0,DSM09-0101-0607-09IB0,Port 7, Data
DSM091060805037,DSM091060805037 ibp75s0f0,DSM09-0101-0607-09IB0,Port 8, Data
DSM091060806003,DSM091060806003 ibp75s0f0,DSM09-0101-0607-09IB0,Port 9, Data
DSM091060806053,DSM091060806053 ibp75s0f0,DSM09-0101-0607-09IB0,Port 11, Data
DSM091060806037,DSM091060806037 ibp75s0f0,DSM09-0101-0607-09IB0,Port 12, Data
DSM091060807003,DSM091060807003 ibp75s0f0,DSM09-0101-0607-09IB0,Port 13, Data
DSM091060807019,DSM091060807019 ibp75s0f0,DSM09-0101-0607-09IB0,Port 14, Data
DSM091060807053,DSM091060807053 ibp75s0f0,DSM09-0101-0607-09IB0,Port 15, Data
DSM091060807037,DSM091060807037 ibp75s0f0,DSM09-0101-0607-09IB0,Port 16, Data
DSM091060808003,DSM091060808003 ibp75s0f0,DSM09-0101-0607-09IB0,Port 17, Data
DSM091060808019,DSM091060808019 ibp75s0f0,DSM09-0101-0607-09IB0,Port 18, Data
DSM091060808053,DSM091060808053 ibp75s0f0,DSM09-0101-0607-09IB0,Port 19, Data
DSM091060808037,DSM091060808037 ibp75s0f0,DSM09-0101-0607-09IB0,Port 20, Data
DSM091060809003,DSM091060809003 ibp75s0f0,DSM09-0101-0607-10IB0,Port 1, Data
DSM091060809019,DSM091060809019 ibp75s0f0,DSM09-0101-0607-10IB0,Port 2, Data
DSM091060809053,DSM091060809053 ibp75s0f0,DSM09-0101-0607-10IB0,Port 3, Data
DSM091060809037,DSM091060809037 ibp75s0f0,DSM09-0101-0607-10IB0,Port 4, Data
DSM091060810003,DSM091060810003 ibp75s0f0,DSM09-0101-0607-10IB0,Port 5, Data
DSM091060810019,DSM091060810019 ibp75s0f0,DSM09-0101-0607-10IB0,Port 6, Data
DSM091060810053,DSM091060810053 ibp75s0f0,DSM09-0101-0607-10IB0,Port 7, Data
DSM091060810037,DSM091060810037 ibp75s0f0,DSM09-0101-0607-10IB0,Port 8, Data
DSM091060811003,DSM091060811003 ibp75s0f0,DSM09-0101-0607-10IB0,Port 9, Data
DSM091060811019,DSM091060811019 ibp75s0f0,DSM09-0101-0607-10IB0,Port 10, Data
DSM091060811053,DSM091060811053 ibp75s0f0,DSM09-0101-0607-10IB0,Port 11, Data
DSM091060811037,DSM091060811037 ibp75s0f0,DSM09-0101-0607-10IB0,Port 12, Data
DSM091060812003,DSM091060812003 ibp75s0f0,DSM09-0101-0607-10IB0,Port 13, Data
DSM091060812019,DSM091060812019 ibp75s0f0,DSM09-0101-0607-10IB0,Port 14, Data
DSM091061301003,DSM091061301003 ibp75s0f0,DSM09-0101-0613-06IB0,Port 1, Data
DSM091061301019,DSM091061301019 ibp75s0f0,DSM09-0101-0613-06IB0,Port 2, Data
DSM091061301037,DSM091061301037 ibp75s0f0,DSM09-0101-0613-06IB0,Port 4, Data
DSM091061302003,DSM091061302003 ibp75s0f0,DSM09-0101-0613-06IB0,Port 5, Data
DSM091061302019,DSM091061302019 ibp75s0f0,DSM09-0101-0613-06IB0,Port 6, Data
DSM091061302053,DSM091061302053 ibp75s0f0,DSM09-0101-0613-06IB0,Port 7, Data
DSM091061302037,DSM091061302037 ibp75s0f0,DSM09-0101-0613-06IB0,Port 8, Data
DSM091061303003,DSM091061303003 ibp75s0f0,DSM09-0101-0613-06IB0,Port 9, Data
DSM091061303019,DSM091061303019 ibp75s0f0,DSM09-0101-0613-06IB0,Port 10, Data
DSM091061303053,DSM091061303053 ibp75s0f0,DSM09-0101-0613-06IB0,Port 11, Data
DSM091061303037,DSM091061303037 ibp75s0f0,DSM09-0101-0613-06IB0,Port 12, Data
DSM091061304003,DSM091061304003 ibp75s0f0,DSM09-0101-0613-06IB0,Port 13, Data
DSM091061304019,DSM091061304019 ibp75s0f0,DSM09-0101-0613-06IB0,Port 14, Data
DSM091061304053,DSM091061304053 ibp75s0f0,DSM09-0101-0613-06IB0,Port 15, Data
DSM091061304037,DSM091061304037 ibp75s0f0,DSM09-0101-0613-06IB0,Port 16, Data
DSM091061305003,DSM091061305003 ibp75s0f0,DSM09-0101-0613-06IB0,Port 17, Data
DSM091061305019,DSM091061305019 ibp75s0f0,DSM09-0101-0613-06IB0,Port 18, Data
DSM091061305053,DSM091061305053 ibp75s0f0,DSM09-0101-0613-06IB0,Port 19, Data
DSM091061306019,DSM091061306019 ibp75s0f0,DSM09-0101-0613-07IB0,Port 2, Data
DSM091061306037,DSM091061306037 ibp75s0f0,DSM09-0101-0613-07IB0,Port 4, Data
DSM091061307003,DSM091061307003 ibp75s0f0,DSM09-0101-0613-07IB0,Port 5, Data
DSM091061307019,DSM091061307019 ibp75s0f0,DSM09-0101-0613-07IB0,Port 6, Data
DSM091061307053,DSM091061307053 ibp75s0f0,DSM09-0101-0613-07IB0,Port 7, Data
DSM091061307037,DSM091061307037 ibp75s0f0,DSM09-0101-0613-07IB0,Port 8, Data
DSM091061308003,DSM091061308003 ibp75s0f0,DSM09-0101-0613-07IB0,Port 9, Data
DSM091061308019,DSM091061308019 ibp75s0f0,DSM09-0101-0613-07IB0,Port 10, Data
DSM091061308053,DSM091061308053 ibp75s0f0,DSM09-0101-0613-07IB0,Port 11, Data
DSM091061309003,DSM091061309003 ibp75s0f0,DSM09-0101-0613-07IB0,Port 13, Data
DSM091061309019,DSM091061309019 ibp75s0f0,DSM09-0101-0613-07IB0,Port 14, Data
DSM091061309053,DSM091061309053 ibp75s0f0,DSM09-0101-0613-07IB0,Port 15, Data
DSM091061309037,DSM091061309037 ibp75s0f0,DSM09-0101-0613-07IB0,Port 16, Data
DSM091061310003,DSM091061310003 ibp75s0f0,DSM09-0101-0613-07IB0,Port 17, Data
DSM091061310019,DSM091061310019 ibp75s0f0,DSM09-0101-0613-07IB0,Port 18, Data
DSM091061310053,DSM091061310053 ibp75s0f0,DSM09-0101-0613-07IB0,Port 19, Data
DSM091061310037,DSM091061310037 ibp75s0f0,DSM09-0101-0613-07IB0,Port 20, Data
DSM091061311003,DSM091061311003 ibp75s0f0,DSM09-0101-0613-08IB0,Port 1, Data
DSM091061311019,DSM091061311019 ibp75s0f0,DSM09-0101-0613-08IB0,Port 2, Data
DSM091061311053,DSM091061311053 ibp75s0f0,DSM09-0101-0613-08IB0,Port 3, Data
DSM091061311037,DSM091061311037 ibp75s0f0,DSM09-0101-0613-08IB0,Port 4, Data
DSM091061312019,DSM091061312019 ibp75s0f0,DSM09-0101-0613-08IB0,Port 6, Data
DSM091061312053,DSM091061312053 ibp75s0f0,DSM09-0101-0613-08IB0,Port 7, Data
DSM091061312037,DSM091061312037 ibp75s0f0,DSM09-0101-0613-08IB0,Port 8, Data
DSM091061401019,DSM091061401019 ibp75s0f0,DSM09-0101-0613-08IB0,Port 10, Data
DSM091061401053,DSM091061401053 ibp75s0f0,DSM09-0101-0613-08IB0,Port 11, Data
DSM091061401037,DSM091061401037 ibp75s0f0,DSM09-0101-0613-08IB0,Port 12, Data
DSM091061402003,DSM091061402003 ibp75s0f0,DSM09-0101-0613-08IB0,Port 13, Data
DSM091061402053,DSM091061402053 ibp75s0f0,DSM09-0101-0613-08IB0,Port 15, Data
DSM091061402037,DSM091061402037 ibp75s0f0,DSM09-0101-0613-08IB0,Port 16, Data
DSM091061403003,DSM091061403003 ibp75s0f0,DSM09-0101-0613-08IB0,Port 17, Data
DSM091061403053,DSM091061403053 ibp75s0f0,DSM09-0101-0613-08IB0,Port 19, Data
DSM091061404019,DSM091061404019 ibp75s0f0,DSM09-0101-0613-09IB0,Port 2, Data
DSM091061404053,DSM091061404053 ibp75s0f0,DSM09-0101-0613-09IB0,Port 3, Data
DSM091061404037,DSM091061404037 ibp75s0f0,DSM09-0101-0613-09IB0,Port 4, Data
DSM091061405003,DSM091061405003 ibp75s0f0,DSM09-0101-0613-09IB0,Port 5, Data
DSM091061405053,DSM091061405053 ibp75s0f0,DSM09-0101-0613-09IB0,Port 7, Data
DSM091061405037,DSM091061405037 ibp75s0f0,DSM09-0101-0613-09IB0,Port 8, Data
DSM091061406003,DSM091061406003 ibp75s0f0,DSM09-0101-0613-09IB0,Port 9, Data
DSM091061406019,DSM091061406019 ibp75s0f0,DSM09-0101-0613-09IB0,Port 10, Data
DSM091061406037,DSM091061406037 ibp75s0f0,DSM09-0101-0613-09IB0,Port 12, Data
DSM091061407003,DSM091061407003 ibp75s0f0,DSM09-0101-0613-09IB0,Port 13, Data
DSM091061407019,DSM091061407019 ibp75s0f0,DSM09-0101-0613-09IB0,Port 14, Data
DSM091061407053,DSM091061407053 ibp75s0f0,DSM09-0101-0613-09IB0,Port 15, Data
DSM091061407037,DSM091061407037 ibp75s0f0,DSM09-0101-0613-09IB0,Port 16, Data
DSM091061408003,DSM091061408003 ibp75s0f0,DSM09-0101-0613-09IB0,Port 17, Data
DSM091061408019,DSM091061408019 ibp75s0f0,DSM09-0101-0613-09IB0,Port 18, Data
DSM091061408053,DSM091061408053 ibp75s0f0,DSM09-0101-0613-09IB0,Port 19, Data
DSM091061408037,DSM091061408037 ibp75s0f0,DSM09-0101-0613-09IB0,Port 20, Data
DSM091061409003,DSM091061409003 ibp75s0f0,DSM09-0101-0613-10IB0,Port 1, Data
DSM091061409053,DSM091061409053 ibp75s0f0,DSM09-0101-0613-10IB0,Port 3, Data
DSM091061409037,DSM091061409037 ibp75s0f0,DSM09-0101-0613-10IB0,Port 4, Data
DSM091061410003,DSM091061410003 ibp75s0f0,DSM09-0101-0613-10IB0,Port 5, Data
DSM091061410019,DSM091061410019 ibp75s0f0,DSM09-0101-0613-10IB0,Port 6, Data
DSM091061410053,DSM091061410053 ibp75s0f0,DSM09-0101-0613-10IB0,Port 7, Data
DSM091061410037,DSM091061410037 ibp75s0f0,DSM09-0101-0613-10IB0,Port 8, Data
DSM091061411003,DSM091061411003 ibp75s0f0,DSM09-0101-0613-10IB0,Port 9, Data
DSM091061411053,DSM091061411053 ibp75s0f0,DSM09-0101-0613-10IB0,Port 11, Data
DSM091061411037,DSM091061411037 ibp75s0f0,DSM09-0101-0613-10IB0,Port 12, Data
DSM091061412019,DSM091061412019 ibp75s0f0,DSM09-0101-0613-10IB0,Port 14, Data
DSM091061412053,DSM091061412053 ibp75s0f0,DSM09-0101-0613-10IB0,Port 15, Data
DSM091061412037,DSM091061412037 ibp75s0f0,DSM09-0101-0613-10IB0,Port 16, Data
DSM091061501003,DSM091061501003 ibp75s0f0,DSM09-0101-0615-06IB0,Port 1, Data
DSM091061501019,DSM091061501019 ibp75s0f0,DSM09-0101-0615-06IB0,Port 2, Data
DSM091061501053,DSM091061501053 ibp75s0f0,DSM09-0101-0615-06IB0,Port 3, Data
DSM091061501037,DSM091061501037 ibp75s0f0,DSM09-0101-0615-06IB0,Port 4, Data
DSM091061502019,DSM091061502019 ibp75s0f0,DSM09-0101-0615-06IB0,Port 6, Data
DSM091061502053,DSM091061502053 ibp75s0f0,DSM09-0101-0615-06IB0,Port 7, Data
DSM091061502037,DSM091061502037 ibp75s0f0,DSM09-0101-0615-06IB0,Port 8, Data
DSM091061503003,DSM091061503003 ibp75s0f0,DSM09-0101-0615-06IB0,Port 9, Data
DSM091061503019,DSM091061503019 ibp75s0f0,DSM09-0101-0615-06IB0,Port 10, Data
DSM091061503053,DSM091061503053 ibp75s0f0,DSM09-0101-0615-06IB0,Port 11, Data
DSM091061504003,DSM091061504003 ibp75s0f0,DSM09-0101-0615-06IB0,Port 13, Data
DSM091061504019,DSM091061504019 ibp75s0f0,DSM09-0101-0615-06IB0,Port 14, Data
DSM091061504053,DSM091061504053 ibp75s0f0,DSM09-0101-0615-06IB0,Port 15, Data
DSM091061504037,DSM091061504037 ibp75s0f0,DSM09-0101-0615-06IB0,Port 16, Data
DSM091061505003,DSM091061505003 ibp75s0f0,DSM09-0101-0615-06IB0,Port 17, Data
DSM091061505019,DSM091061505019 ibp75s0f0,DSM09-0101-0615-06IB0,Port 18, Data
DSM091061505053,DSM091061505053 ibp75s0f0,DSM09-0101-0615-06IB0,Port 19, Data
DSM091061505037,DSM091061505037 ibp75s0f0,DSM09-0101-0615-06IB0,Port 20, Data
DSM091061506003,DSM091061506003 ibp75s0f0,DSM09-0101-0615-07IB0,Port 1, Data
DSM091061506019,DSM091061506019 ibp75s0f0,DSM09-0101-0615-07IB0,Port 2, Data
DSM091061506053,DSM091061506053 ibp75s0f0,DSM09-0101-0615-07IB0,Port 3, Data
DSM091061506037,DSM091061506037 ibp75s0f0,DSM09-0101-0615-07IB0,Port 4, Data
DSM091061507003,DSM091061507003 ibp75s0f0,DSM09-0101-0615-07IB0,Port 5, Data
DSM091061507019,DSM091061507019 ibp75s0f0,DSM09-0101-0615-07IB0,Port 6, Data
DSM091061507053,DSM091061507053 ibp75s0f0,DSM09-0101-0615-07IB0,Port 7, Data
DSM091061507037,DSM091061507037 ibp75s0f0,DSM09-0101-0615-07IB0,Port 8, Data
DSM091061508003,DSM091061508003 ibp75s0f0,DSM09-0101-0615-07IB0,Port 9, Data
DSM091061508019,DSM091061508019 ibp75s0f0,DSM09-0101-0615-07IB0,Port 10, Data
DSM091061508053,DSM091061508053 ibp75s0f0,DSM09-0101-0615-07IB0,Port 11, Data
DSM091061508037,DSM091061508037 ibp75s0f0,DSM09-0101-0615-07IB0,Port 12, Data
DSM091061509003,DSM091061509003 ibp75s0f0,DSM09-0101-0615-07IB0,Port 13, Data
DSM091061509019,DSM091061509019 ibp75s0f0,DSM09-0101-0615-07IB0,Port 14, Data
DSM091061509053,DSM091061509053 ibp75s0f0,DSM09-0101-0615-07IB0,Port 15, Data
DSM091061510003,DSM091061510003 ibp75s0f0,DSM09-0101-0615-07IB0,Port 17, Data
DSM091061510019,DSM091061510019 ibp75s0f0,DSM09-0101-0615-07IB0,Port 18, Data
DSM091061510053,DSM091061510053 ibp75s0f0,DSM09-0101-0615-07IB0,Port 19, Data
DSM091061511003,DSM091061511003 ibp75s0f0,DSM09-0101-0615-08IB0,Port 1, Data
DSM091061511019,DSM091061511019 ibp75s0f0,DSM09-0101-0615-08IB0,Port 2, Data
DSM091061511053,DSM091061511053 ibp75s0f0,DSM09-0101-0615-08IB0,Port 3, Data
DSM091061511037,DSM091061511037 ibp75s0f0,DSM09-0101-0615-08IB0,Port 4, Data
DSM091061512003,DSM091061512003 ibp75s0f0,DSM09-0101-0615-08IB0,Port 5, Data
DSM091061512053,DSM091061512053 ibp75s0f0,DSM09-0101-0615-08IB0,Port 7, Data
DSM091061512037,DSM091061512037 ibp75s0f0,DSM09-0101-0615-08IB0,Port 8, Data
DSM091061601003,DSM091061601003 ibp75s0f0,DSM09-0101-0615-08IB0,Port 9, Data
DSM091061601019,DSM091061601019 ibp75s0f0,DSM09-0101-0615-08IB0,Port 10, Data
DSM091061601037,DSM091061601037 ibp75s0f0,DSM09-0101-0615-08IB0,Port 12, Data
DSM091061602003,DSM091061602003 ibp75s0f0,DSM09-0101-0615-08IB0,Port 13, Data
DSM091061602053,DSM091061602053 ibp75s0f0,DSM09-0101-0615-08IB0,Port 15, Data
DSM091061602037,DSM091061602037 ibp75s0f0,DSM09-0101-0615-08IB0,Port 16, Data
DSM091061603003,DSM091061603003 ibp75s0f0,DSM09-0101-0615-08IB0,Port 17, Data
DSM091061603019,DSM091061603019 ibp75s0f0,DSM09-0101-0615-08IB0,Port 18, Data
DSM091061603053,DSM091061603053 ibp75s0f0,DSM09-0101-0615-08IB0,Port 19, Data
DSM091061603037,DSM091061603037 ibp75s0f0,DSM09-0101-0615-08IB0,Port 20, Data
DSM091061604003,DSM091061604003 ibp75s0f0,DSM09-0101-0615-09IB0,Port 1, Data
DSM091061604019,DSM091061604019 ibp75s0f0,DSM09-0101-0615-09IB0,Port 2, Data
DSM091061604053,DSM091061604053 ibp75s0f0,DSM09-0101-0615-09IB0,Port 3, Data
DSM091061604037,DSM091061604037 ibp75s0f0,DSM09-0101-0615-09IB0,Port 4, Data
DSM091061605003,DSM091061605003 ibp75s0f0,DSM09-0101-0615-09IB0,Port 5, Data
DSM091061605053,DSM091061605053 ibp75s0f0,DSM09-0101-0615-09IB0,Port 7, Data
DSM091061606003,DSM091061606003 ibp75s0f0,DSM09-0101-0615-09IB0,Port 9, Data
DSM091061606019,DSM091061606019 ibp75s0f0,DSM09-0101-0615-09IB0,Port 10, Data
DSM091061606053,DSM091061606053 ibp75s0f0,DSM09-0101-0615-09IB0,Port 11, Data
DSM091061606037,DSM091061606037 ibp75s0f0,DSM09-0101-0615-09IB0,Port 12, Data
DSM091061607019,DSM091061607019 ibp75s0f0,DSM09-0101-0615-09IB0,Port 14, Data
DSM091061607053,DSM091061607053 ibp75s0f0,DSM09-0101-0615-09IB0,Port 15, Data
DSM091061607037,DSM091061607037 ibp75s0f0,DSM09-0101-0615-09IB0,Port 16, Data
DSM091061608003,DSM091061608003 ibp75s0f0,DSM09-0101-0615-09IB0,Port 17, Data
DSM091061608019,DSM091061608019 ibp75s0f0,DSM09-0101-0615-09IB0,Port 18, Data
DSM091061608053,DSM091061608053 ibp75s0f0,DSM09-0101-0615-09IB0,Port 19, Data
DSM091061608037,DSM091061608037 ibp75s0f0,DSM09-0101-0615-09IB0,Port 20, Data
DSM091061609003,DSM091061609003 ibp75s0f0,DSM09-0101-0615-10IB0,Port 1, Data
DSM091061609019,DSM091061609019 ibp75s0f0,DSM09-0101-0615-10IB0,Port 2, Data
DSM091061609053,DSM091061609053 ibp75s0f0,DSM09-0101-0615-10IB0,Port 3, Data
DSM091061609037,DSM091061609037 ibp75s0f0,DSM09-0101-0615-10IB0,Port 4, Data
DSM091061610003,DSM091061610003 ibp75s0f0,DSM09-0101-0615-10IB0,Port 5, Data
DSM091061610019,DSM091061610019 ibp75s0f0,DSM09-0101-0615-10IB0,Port 6, Data
DSM091061610053,DSM091061610053 ibp75s0f0,DSM09-0101-0615-10IB0,Port 7, Data
DSM091061610037,DSM091061610037 ibp75s0f0,DSM09-0101-0615-10IB0,Port 8, Data
DSM091061611003,DSM091061611003 ibp75s0f0,DSM09-0101-0615-10IB0,Port 9, Data
DSM091061612003,DSM091061612003 ibp75s0f0,DSM09-0101-0615-10IB0,Port 13, Data
DSM091061612019,DSM091061612019 ibp75s0f0,DSM09-0101-0615-10IB0,Port 14, Data
DSM091061612053,DSM091061612053 ibp75s0f0,DSM09-0101-0615-10IB0,Port 15, Data
DSM091061612037,DSM091061612037 ibp75s0f0,DSM09-0101-0615-10IB0,Port 16, Data
DSM091060501019,DSM091060501019 ibp85s0f0,DSM09-0101-0606-06IB0,Port 2, Data
DSM091060501053,DSM091060501053 ibp85s0f0,DSM09-0101-0606-06IB0,Port 3, Data
DSM091060501037,DSM091060501037 ibp85s0f0,DSM09-0101-0606-06IB0,Port 4, Data
DSM091060502003,DSM091060502003 ibp75s0f0,DSM09-0101-0606-06IB0,Port 5, Data
DSM091060502019,DSM091060502019 ibp85s0f0,DSM09-0101-0606-06IB0,Port 6, Data
DSM091060502053,DSM091060502053 ibp85s0f0,DSM09-0101-0606-06IB0,Port 7, Data
DSM091060502037,DSM091060502037 ibp85s0f0,DSM09-0101-0606-06IB0,Port 8, Data
DSM091060503003,DSM091060503003 ibp85s0f0,DSM09-0101-0606-06IB0,Port 9, Data
DSM091060503053,DSM091060503053 ibp85s0f0,DSM09-0101-0606-06IB0,Port 11, Data
DSM091060503037,DSM091060503037 ibp85s0f0,DSM09-0101-0606-06IB0,Port 12, Data
DSM091060504003,DSM091060504003 ibp85s0f0,DSM09-0101-0606-06IB0,Port 13, Data
DSM091060504019,DSM091060504019 ibp85s0f0,DSM09-0101-0606-06IB0,Port 14, Data
DSM091060504053,DSM091060504053 ibp85s0f0,DSM09-0101-0606-06IB0,Port 15, Data
DSM091060504037,DSM091060504037 ibp85s0f0,DSM09-0101-0606-06IB0,Port 16, Data
DSM091060505003,DSM091060505003 ibp85s0f0,DSM09-0101-0606-06IB0,Port 17, Data
DSM091060505019,DSM091060505019 ibp85s0f0,DSM09-0101-0606-06IB0,Port 18, Data
DSM091060505053,DSM091060505053 ibp85s0f0,DSM09-0101-0606-06IB0,Port 19, Data
DSM091060505037,DSM091060505037 ibp85s0f0,DSM09-0101-0606-06IB0,Port 20, Data
DSM091060506003,DSM091060506003 ibp85s0f0,DSM09-0101-0606-07IB0,Port 1, Data
DSM091060506019,DSM091060506019 ibp85s0f0,DSM09-0101-0606-07IB0,Port 2, Data
DSM091060506053,DSM091060506053 ibp85s0f0,DSM09-0101-0606-07IB0,Port 3, Data
DSM091060506037,DSM091060506037 ibp85s0f0,DSM09-0101-0606-07IB0,Port 4, Data
DSM091060507003,DSM091060507003 ibp85s0f0,DSM09-0101-0606-07IB0,Port 5, Data
DSM091060507019,DSM091060507019 ibp85s0f0,DSM09-0101-0606-07IB0,Port 6, Data
DSM091060507053,DSM091060507053 ibp85s0f0,DSM09-0101-0606-07IB0,Port 7, Data
DSM091060508019,DSM091060508019 ibp85s0f0,DSM09-0101-0606-07IB0,Port 10, Data
DSM091060508037,DSM091060508037 ibp85s0f0,DSM09-0101-0606-07IB0,Port 12, Data
DSM091060509003,DSM091060509003 ibp85s0f0,DSM09-0101-0606-07IB0,Port 13, Data
DSM091060509053,DSM091060509053 ibp85s0f0,DSM09-0101-0606-07IB0,Port 15, Data
DSM091060510003,DSM091060510003 ibp85s0f0,DSM09-0101-0606-07IB0,Port 17, Data
DSM091060510019,DSM091060510019 ibp85s0f0,DSM09-0101-0606-07IB0,Port 18, Data
DSM091060510053,DSM091060510053 ibp85s0f0,DSM09-0101-0606-07IB0,Port 19, Data
DSM091060511003,DSM091060511003 ibp85s0f0,DSM09-0101-0606-08IB0,Port 1, Data
DSM091060511019,DSM091060511019 ibp85s0f0,DSM09-0101-0606-08IB0,Port 2, Data
DSM091060511037,DSM091060511037 ibp85s0f0,DSM09-0101-0606-08IB0,Port 4, Data
DSM091060512003,DSM091060512003 ibp85s0f0,DSM09-0101-0606-08IB0,Port 5, Data
DSM091060512019,DSM091060512019 ibp85s0f0,DSM09-0101-0606-08IB0,Port 6, Data
DSM091060512053,DSM091060512053 ibp85s0f0,DSM09-0101-0606-08IB0,Port 7, Data
DSM091060512037,DSM091060512037 ibp85s0f0,DSM09-0101-0606-08IB0,Port 8, Data
DSM091060601003,DSM091060601003 ibp85s0f0,DSM09-0101-0606-08IB0,Port 9, Data
DSM091060601019,DSM091060601019 ibp85s0f0,DSM09-0101-0606-08IB0,Port 10, Data
DSM091060601037,DSM091060601037 ibp85s0f0,DSM09-0101-0606-08IB0,Port 12, Data
DSM091060602003,DSM091060602003 ibp85s0f0,DSM09-0101-0606-08IB0,Port 13, Data
DSM091060602019,DSM091060602019 ibp85s0f0,DSM09-0101-0606-08IB0,Port 14, Data
DSM091060602053,DSM091060602053 ibp85s0f0,DSM09-0101-0606-08IB0,Port 15, Data
DSM091060602037,DSM091060602037 ibp85s0f0,DSM09-0101-0606-08IB0,Port 16, Data
DSM091060603003,DSM091060603003 ibp85s0f0,DSM09-0101-0606-08IB0,Port 17, Data
DSM091060603019,DSM091060603019 ibp85s0f0,DSM09-0101-0606-08IB0,Port 18, Data
DSM091060603053,DSM091060603053 ibp85s0f0,DSM09-0101-0606-08IB0,Port 19, Data
DSM091060603037,DSM091060603037 ibp85s0f0,DSM09-0101-0606-08IB0,Port 20, Data
DSM091060604003,DSM091060604003 ibp85s0f0,DSM09-0101-0606-09IB0,Port 1, Data
DSM091060604019,DSM091060604019 ibp85s0f0,DSM09-0101-0606-09IB0,Port 2, Data
DSM091060604053,DSM091060604053 ibp85s0f0,DSM09-0101-0606-09IB0,Port 3, Data
DSM091060604037,DSM091060604037 ibp85s0f0,DSM09-0101-0606-09IB0,Port 4, Data
DSM091060605003,DSM091060605003 ibp85s0f0,DSM09-0101-0606-09IB0,Port 5, Data
DSM091060605019,DSM091060605019 ibp85s0f0,DSM09-0101-0606-09IB0,Port 6, Data
DSM091060605053,DSM091060605053 ibp85s0f0,DSM09-0101-0606-09IB0,Port 7, Data
DSM091060606019,DSM091060606019 ibp85s0f0,DSM09-0101-0606-09IB0,Port 10, Data
DSM091060606053,DSM091060606053 ibp85s0f0,DSM09-0101-0606-09IB0,Port 11, Data
DSM091060607019,DSM091060607019 ibp85s0f0,DSM09-0101-0606-09IB0,Port 14, Data
DSM091060607053,DSM091060607053 ibp85s0f0,DSM09-0101-0606-09IB0,Port 15, Data
DSM091060607037,DSM091060607037 ibp85s0f0,DSM09-0101-0606-09IB0,Port 16, Data
DSM091060608003,DSM091060608003 ibp85s0f0,DSM09-0101-0606-09IB0,Port 17, Data
DSM091060608019,DSM091060608019 ibp85s0f0,DSM09-0101-0606-09IB0,Port 18, Data
DSM091060608053,DSM091060608053 ibp85s0f0,DSM09-0101-0606-09IB0,Port 19, Data
DSM091060608037,DSM091060608037 ibp85s0f0,DSM09-0101-0606-09IB0,Port 20, Data
DSM091060609003,DSM091060609003 ibp85s0f0,DSM09-0101-0606-10IB0,Port 1, Data
DSM091060609019,DSM091060609019 ibp85s0f0,DSM09-0101-0606-10IB0,Port 2, Data
DSM091060609053,DSM091060609053 ibp85s0f0,DSM09-0101-0606-10IB0,Port 3, Data
DSM091060609037,DSM091060609037 ibp85s0f0,DSM09-0101-0606-10IB0,Port 4, Data
DSM091060610003,DSM091060610003 ibp85s0f0,DSM09-0101-0606-10IB0,Port 5, Data
DSM091060610019,DSM091060610019 ibp85s0f0,DSM09-0101-0606-10IB0,Port 6, Data
DSM091060610053,DSM091060610053 ibp85s0f0,DSM09-0101-0606-10IB0,Port 7, Data
DSM091060610037,DSM091060610037 ibp85s0f0,DSM09-0101-0606-10IB0,Port 8, Data
DSM091060611003,DSM091060611003 ibp85s0f0,DSM09-0101-0606-10IB0,Port 9, Data
DSM091060611053,DSM091060611053 ibp85s0f0,DSM09-0101-0606-10IB0,Port 11, Data
DSM091060611037,DSM091060611037 ibp85s0f0,DSM09-0101-0606-10IB0,Port 12, Data
