#StartDevice,StartPort,EndDevice,EndPort,LinkType
DSM091050304053,DSM091050304053 ibp11s0f0,DSM09-0101-0514-04IB0,Port 3, Data
DSM091050304037,DSM091050304037 ibp11s0f0,DSM09-0101-0514-04IB0,Port 4, Data
DSM091050305003,DSM091050305003 ibp11s0f0,DSM09-0101-0514-04IB0,Port 5, Data
DSM091050305019,DSM091050305019 ibp11s0f0,DSM09-0101-0514-04IB0,Port 6, Data
DSM091050305053,DSM091050305053 ibp11s0f0,DSM09-0101-0514-04IB0,Port 7, Data
DSM091050305037,DSM091050305037 ibp11s0f0,DSM09-0101-0514-04IB0,Port 8, Data
DSM091050306003,DSM091050306003 ibp11s0f0,DSM09-0101-0514-04IB0,Port 9, Data
DSM091050306019,DSM091050306019 ibp11s0f0,DSM09-0101-0514-04IB0,Port 10, Data
DSM091050306053,DSM091050306053 ibp11s0f0,DSM09-0101-0514-04IB0,Port 11, Data
DSM091050306037,DSM091050306037 ibp11s0f0,DSM09-0101-0514-04IB0,Port 12, Data
DSM091050307003,DSM091050307003 ibp11s0f0,DSM09-0101-0514-04IB0,Port 13, Data
DSM091050307053,DSM091050307053 ibp11s0f0,DSM09-0101-0514-04IB0,Port 15, Data
DSM091050307037,DSM091050307037 ibp11s0f0,DSM09-0101-0514-04IB0,Port 16, Data
DSM091050308003,DSM091050308003 ibp11s0f0,DSM09-0101-0514-04IB0,Port 17, Data
DSM091050309003,DSM091050309003 ibp11s0f0,DSM09-0101-0514-05IB0,Port 1, Data
DSM091050309019,DSM091050309019 ibp11s0f0,DSM09-0101-0514-05IB0,Port 2, Data
DSM091050310019,DSM091050310019 ibp11s0f0,DSM09-0101-0514-05IB0,Port 6, Data
DSM091050310037,DSM091050310037 ibp11s0f0,DSM09-0101-0514-05IB0,Port 8, Data
DSM091050311003,DSM091050311003 ibp11s0f0,DSM09-0101-0514-05IB0,Port 9, Data
DSM091050311053,DSM091050311053 ibp11s0f0,DSM09-0101-0514-05IB0,Port 11, Data
DSM091050311037,DSM091050311037 ibp11s0f0,DSM09-0101-0514-05IB0,Port 12, Data
DSM091050312003,DSM091050312003 ibp11s0f0,DSM09-0101-0514-05IB0,Port 13, Data
DSM091050312019,DSM091050312019 ibp11s0f0,DSM09-0101-0514-05IB0,Port 14, Data
DSM091050312053,DSM091050312053 ibp11s0f0,DSM09-0101-0514-05IB0,Port 15, Data
DSM091050312037,DSM091050312037 ibp11s0f0,DSM09-0101-0514-05IB0,Port 16, Data
DSM091050101003,DSM091050101003 ibp21s0f0,DSM09-0101-0506-01IB0,Port 1, Data
DSM091050101019,DSM091050101019 ibp21s0f0,DSM09-0101-0506-01IB0,Port 2, Data
DSM091050101053,DSM091050101053 ibp21s0f0,DSM09-0101-0506-01IB0,Port 3, Data
DSM091050101037,DSM091050101037 ibp21s0f0,DSM09-0101-0506-01IB0,Port 4, Data
DSM091050102019,DSM091050102019 ibp21s0f0,DSM09-0101-0506-01IB0,Port 6, Data
DSM091050102053,DSM091050102053 ibp21s0f0,DSM09-0101-0506-01IB0,Port 7, Data
DSM091050102037,DSM091050102037 ibp21s0f0,DSM09-0101-0506-01IB0,Port 8, Data
DSM091050103003,DSM091050103003 ibp21s0f0,DSM09-0101-0506-01IB0,Port 9, Data
DSM091050103019,DSM091050103019 ibp21s0f0,DSM09-0101-0506-01IB0,Port 10, Data
DSM091050103053,DSM091050103053 ibp21s0f0,DSM09-0101-0506-01IB0,Port 11, Data
DSM091050104003,DSM091050104003 ibp21s0f0,DSM09-0101-0506-01IB0,Port 13, Data
DSM091050104019,DSM091050104019 ibp21s0f0,DSM09-0101-0506-01IB0,Port 14, Data
DSM091050104053,DSM091050104053 ibp21s0f0,DSM09-0101-0506-01IB0,Port 15, Data
DSM091050104037,DSM091050104037 ibp21s0f0,DSM09-0101-0506-01IB0,Port 16, Data
DSM091050105003,DSM091050105003 ibp21s0f0,DSM09-0101-0506-01IB0,Port 17, Data
DSM091050105053,DSM091050105053 ibp21s0f0,DSM09-0101-0506-01IB0,Port 19, Data
DSM091050105037,DSM091050105037 ibp21s0f0,DSM09-0101-0506-01IB0,Port 20, Data
DSM091050106003,DSM091050106003 ibp21s0f0,DSM09-0101-0506-02IB0,Port 1, Data
DSM091050106019,DSM091050106019 ibp21s0f0,DSM09-0101-0506-02IB0,Port 2, Data
DSM091050106053,DSM091050106053 ibp21s0f0,DSM09-0101-0506-02IB0,Port 3, Data
DSM091050106037,DSM091050106037 ibp21s0f0,DSM09-0101-0506-02IB0,Port 4, Data
DSM091050107003,DSM091050107003 ibp21s0f0,DSM09-0101-0506-02IB0,Port 5, Data
DSM091050107019,DSM091050107019 ibp21s0f0,DSM09-0101-0506-02IB0,Port 6, Data
DSM091050108019,DSM091050108019 ibp21s0f0,DSM09-0101-0506-02IB0,Port 10, Data
DSM091050108053,DSM091050108053 ibp21s0f0,DSM09-0101-0506-02IB0,Port 11, Data
DSM091050108037,DSM091050108037 ibp21s0f0,DSM09-0101-0506-02IB0,Port 12, Data
DSM091050109003,DSM091050109003 ibp21s0f0,DSM09-0101-0506-02IB0,Port 13, Data
DSM091050109019,DSM091050109019 ibp21s0f0,DSM09-0101-0506-02IB0,Port 14, Data
DSM091050109053,DSM091050109053 ibp21s0f0,DSM09-0101-0506-02IB0,Port 15, Data
DSM091050110003,DSM091050110003 ibp21s0f0,DSM09-0101-0506-02IB0,Port 17, Data
DSM091050110019,DSM091050110019 ibp21s0f0,DSM09-0101-0506-02IB0,Port 18, Data
DSM091050110053,DSM091050110053 ibp21s0f0,DSM09-0101-0506-02IB0,Port 19, Data
DSM091050110037,DSM091050110037 ibp21s0f0,DSM09-0101-0506-02IB0,Port 20, Data
DSM091050111003,DSM091050111003 ibp21s0f0,DSM09-0101-0506-03IB0,Port 1, Data
DSM091050111019,DSM091050111019 ibp21s0f0,DSM09-0101-0506-03IB0,Port 2, Data
DSM091050111053,DSM091050111053 ibp21s0f0,DSM09-0101-0506-03IB0,Port 3, Data
DSM091050111037,DSM091050111037 ibp21s0f0,DSM09-0101-0506-03IB0,Port 4, Data
DSM091050112003,DSM091050112003 ibp21s0f0,DSM09-0101-0506-03IB0,Port 5, Data
DSM091050112019,DSM091050112019 ibp21s0f0,DSM09-0101-0506-03IB0,Port 6, Data
DSM091050112053,DSM091050112053 ibp21s0f0,DSM09-0101-0506-03IB0,Port 7, Data
DSM091050112037,DSM091050112037 ibp21s0f0,DSM09-0101-0506-03IB0,Port 8, Data
DSM091050601003,DSM091050601003 ibp21s0f0,DSM09-0101-0506-03IB0,Port 9, Data
DSM091050601019,DSM091050601019 ibp21s0f0,DSM09-0101-0506-03IB0,Port 10, Data
DSM091050601053,DSM091050601053 ibp21s0f0,DSM09-0101-0506-03IB0,Port 11, Data
DSM091050601037,DSM091050601037 ibp21s0f0,DSM09-0101-0506-03IB0,Port 12, Data
DSM091050602003,DSM091050602003 ibp21s0f0,DSM09-0101-0506-03IB0,Port 13, Data
DSM091050602053,DSM091050602053 ibp21s0f0,DSM09-0101-0506-03IB0,Port 15, Data
DSM091050602037,DSM091050602037 ibp21s0f0,DSM09-0101-0506-03IB0,Port 16, Data
DSM091050603003,DSM091050603003 ibp21s0f0,DSM09-0101-0506-03IB0,Port 17, Data
DSM091050603019,DSM091050603019 ibp21s0f0,DSM09-0101-0506-03IB0,Port 18, Data
DSM091050603053,DSM091050603053 ibp21s0f0,DSM09-0101-0506-03IB0,Port 19, Data
DSM091050603037,DSM091050603037 ibp21s0f0,DSM09-0101-0506-03IB0,Port 20, Data
DSM091050604019,DSM091050604019 ibp21s0f0,DSM09-0101-0506-04IB0,Port 2, Data
DSM091050604053,DSM091050604053 ibp21s0f0,DSM09-0101-0506-04IB0,Port 3, Data
DSM091050604037,DSM091050604037 ibp21s0f0,DSM09-0101-0506-04IB0,Port 4, Data
DSM091050605019,DSM091050605019 ibp21s0f0,DSM09-0101-0506-04IB0,Port 6, Data
DSM091050605053,DSM091050605053 ibp21s0f0,DSM09-0101-0506-04IB0,Port 7, Data
DSM091050605037,DSM091050605037 ibp21s0f0,DSM09-0101-0506-04IB0,Port 8, Data
DSM091050606019,DSM091050606019 ibp21s0f0,DSM09-0101-0506-04IB0,Port 10, Data
DSM091050606053,DSM091050606053 ibp21s0f0,DSM09-0101-0506-04IB0,Port 11, Data
DSM091050606037,DSM091050606037 ibp21s0f0,DSM09-0101-0506-04IB0,Port 12, Data
DSM091050607003,DSM091050607003 ibp21s0f0,DSM09-0101-0506-04IB0,Port 13, Data
DSM091050607019,DSM091050607019 ibp21s0f0,DSM09-0101-0506-04IB0,Port 14, Data
DSM091050607053,DSM091050607053 ibp21s0f0,DSM09-0101-0506-04IB0,Port 15, Data
DSM091050608003,DSM091050608003 ibp21s0f0,DSM09-0101-0506-04IB0,Port 17, Data
DSM091050608019,DSM091050608019 ibp21s0f0,DSM09-0101-0506-04IB0,Port 18, Data
DSM091050608053,DSM091050608053 ibp21s0f0,DSM09-0101-0506-04IB0,Port 19, Data
DSM091050608037,DSM091050608037 ibp21s0f0,DSM09-0101-0506-04IB0,Port 20, Data
DSM091050609003,DSM091050609003 ibp21s0f0,DSM09-0101-0506-05IB0,Port 1, Data
DSM091050609019,DSM091050609019 ibp21s0f0,DSM09-0101-0506-05IB0,Port 2, Data
DSM091050609037,DSM091050609037 ibp21s0f0,DSM09-0101-0506-05IB0,Port 4, Data
DSM091050610003,DSM091050610003 ibp21s0f0,DSM09-0101-0506-05IB0,Port 5, Data
DSM091050610019,DSM091050610019 ibp21s0f0,DSM09-0101-0506-05IB0,Port 6, Data
DSM091050610053,DSM091050610053 ibp21s0f0,DSM09-0101-0506-05IB0,Port 7, Data
DSM091050611003,DSM091050611003 ibp21s0f0,DSM09-0101-0506-05IB0,Port 9, Data
DSM091050611019,DSM091050611019 ibp21s0f0,DSM09-0101-0506-05IB0,Port 10, Data
DSM091050611053,DSM091050611053 ibp21s0f0,DSM09-0101-0506-05IB0,Port 11, Data
DSM091050611037,DSM091050611037 ibp21s0f0,DSM09-0101-0506-05IB0,Port 12, Data
DSM091050612019,DSM091050612019 ibp21s0f0,DSM09-0101-0506-05IB0,Port 14, Data
DSM091050612037,DSM091050612037 ibp21s0f0,DSM09-0101-0506-05IB0,Port 16, Data
DSM091050701003,DSM091050701003 ibp21s0f0,DSM09-0101-0508-01IB0,Port 1, Data
DSM091050701019,DSM091050701019 ibp21s0f0,DSM09-0101-0508-01IB0,Port 2, Data
DSM091050701053,DSM091050701053 ibp21s0f0,DSM09-0101-0508-01IB0,Port 3, Data
DSM091050701037,DSM091050701037 ibp21s0f0,DSM09-0101-0508-01IB0,Port 4, Data
DSM091050702003,DSM091050702003 ibp21s0f0,DSM09-0101-0508-01IB0,Port 5, Data
DSM091050702019,DSM091050702019 ibp21s0f0,DSM09-0101-0508-01IB0,Port 6, Data
DSM091050702053,DSM091050702053 ibp21s0f0,DSM09-0101-0508-01IB0,Port 7, Data
DSM091050702037,DSM091050702037 ibp21s0f0,DSM09-0101-0508-01IB0,Port 8, Data
DSM091050703019,DSM091050703019 ibp21s0f0,DSM09-0101-0508-01IB0,Port 10, Data
DSM091050704019,DSM091050704019 ibp21s0f0,DSM09-0101-0508-01IB0,Port 14, Data
DSM091050704053,DSM091050704053 ibp21s0f0,DSM09-0101-0508-01IB0,Port 15, Data
DSM091050704037,DSM091050704037 ibp21s0f0,DSM09-0101-0508-01IB0,Port 16, Data
DSM091050705003,DSM091050705003 ibp21s0f0,DSM09-0101-0508-01IB0,Port 17, Data
DSM091050705019,DSM091050705019 ibp21s0f0,DSM09-0101-0508-01IB0,Port 18, Data
DSM091050705053,DSM091050705053 ibp21s0f0,DSM09-0101-0508-01IB0,Port 19, Data
DSM091050705037,DSM091050705037 ibp21s0f0,DSM09-0101-0508-01IB0,Port 20, Data
DSM091050706003,DSM091050706003 ibp21s0f0,DSM09-0101-0508-02IB0,Port 1, Data
DSM091050706019,DSM091050706019 ibp21s0f0,DSM09-0101-0508-02IB0,Port 2, Data
DSM091050706053,DSM091050706053 ibp21s0f0,DSM09-0101-0508-02IB0,Port 3, Data
DSM091050706037,DSM091050706037 ibp21s0f0,DSM09-0101-0508-02IB0,Port 4, Data
DSM091050707019,DSM091050707019 ibp21s0f0,DSM09-0101-0508-02IB0,Port 6, Data
DSM091050707053,DSM091050707053 ibp21s0f0,DSM09-0101-0508-02IB0,Port 7, Data
DSM091050707037,DSM091050707037 ibp21s0f0,DSM09-0101-0508-02IB0,Port 8, Data
DSM091050708003,DSM091050708003 ibp21s0f0,DSM09-0101-0508-02IB0,Port 9, Data
DSM091050708019,DSM091050708019 ibp21s0f0,DSM09-0101-0508-02IB0,Port 10, Data
DSM091050708053,DSM091050708053 ibp21s0f0,DSM09-0101-0508-02IB0,Port 11, Data
DSM091050708037,DSM091050708037 ibp21s0f0,DSM09-0101-0508-02IB0,Port 12, Data
DSM091050709003,DSM091050709003 ibp21s0f0,DSM09-0101-0508-02IB0,Port 13, Data
DSM091050709019,DSM091050709019 ibp21s0f0,DSM09-0101-0508-02IB0,Port 14, Data
DSM091050709053,DSM091050709053 ibp21s0f0,DSM09-0101-0508-02IB0,Port 15, Data
DSM091050710003,DSM091050710003 ibp21s0f0,DSM09-0101-0508-02IB0,Port 17, Data
DSM091050710053,DSM091050710053 ibp21s0f0,DSM09-0101-0508-02IB0,Port 19, Data
DSM091050710037,DSM091050710037 ibp21s0f0,DSM09-0101-0508-02IB0,Port 20, Data
DSM091050711003,DSM091050711003 ibp21s0f0,DSM09-0101-0508-03IB0,Port 1, Data
DSM091050711019,DSM091050711019 ibp21s0f0,DSM09-0101-0508-03IB0,Port 2, Data
DSM091050711053,DSM091050711053 ibp21s0f0,DSM09-0101-0508-03IB0,Port 3, Data
DSM091050711037,DSM091050711037 ibp21s0f0,DSM09-0101-0508-03IB0,Port 4, Data
DSM091050712019,DSM091050712019 ibp21s0f0,DSM09-0101-0508-03IB0,Port 6, Data
DSM091050712037,DSM091050712037 ibp21s0f0,DSM09-0101-0508-03IB0,Port 8, Data
DSM091050801003,DSM091050801003 ibp21s0f0,DSM09-0101-0508-03IB0,Port 9, Data
DSM091050801019,DSM091050801019 ibp21s0f0,DSM09-0101-0508-03IB0,Port 10, Data
DSM091050801053,DSM091050801053 ibp21s0f0,DSM09-0101-0508-03IB0,Port 11, Data
DSM091050801037,DSM091050801037 ibp21s0f0,DSM09-0101-0508-03IB0,Port 12, Data
DSM091050802003,DSM091050802003 ibp21s0f0,DSM09-0101-0508-03IB0,Port 13, Data
DSM091050802053,DSM091050802053 ibp21s0f0,DSM09-0101-0508-03IB0,Port 15, Data
DSM091050803003,DSM091050803003 ibp21s0f0,DSM09-0101-0508-03IB0,Port 17, Data
DSM091050803019,DSM091050803019 ibp21s0f0,DSM09-0101-0508-03IB0,Port 18, Data
DSM091050803053,DSM091050803053 ibp21s0f0,DSM09-0101-0508-03IB0,Port 19, Data
DSM091050803037,DSM091050803037 ibp21s0f0,DSM09-0101-0508-03IB0,Port 20, Data
DSM091050804003,DSM091050804003 ibp21s0f0,DSM09-0101-0508-04IB0,Port 1, Data
DSM091050804019,DSM091050804019 ibp21s0f0,DSM09-0101-0508-04IB0,Port 2, Data
DSM091050804053,DSM091050804053 ibp21s0f0,DSM09-0101-0508-04IB0,Port 3, Data
DSM091050804037,DSM091050804037 ibp21s0f0,DSM09-0101-0508-04IB0,Port 4, Data
DSM091050805003,DSM091050805003 ibp21s0f0,DSM09-0101-0508-04IB0,Port 5, Data
DSM091050805053,DSM091050805053 ibp21s0f0,DSM09-0101-0508-04IB0,Port 7, Data
DSM091050805037,DSM091050805037 ibp21s0f0,DSM09-0101-0508-04IB0,Port 8, Data
DSM091050806003,DSM091050806003 ibp21s0f0,DSM09-0101-0508-04IB0,Port 9, Data
DSM091050806053,DSM091050806053 ibp21s0f0,DSM09-0101-0508-04IB0,Port 11, Data
DSM091050806037,DSM091050806037 ibp21s0f0,DSM09-0101-0508-04IB0,Port 12, Data
DSM091050807003,DSM091050807003 ibp21s0f0,DSM09-0101-0508-04IB0,Port 13, Data
DSM091050807019,DSM091050807019 ibp21s0f0,DSM09-0101-0508-04IB0,Port 14, Data
DSM091050807053,DSM091050807053 ibp21s0f0,DSM09-0101-0508-04IB0,Port 15, Data
DSM091050807037,DSM091050807037 ibp21s0f0,DSM09-0101-0508-04IB0,Port 16, Data
DSM091050808003,DSM091050808003 ibp21s0f0,DSM09-0101-0508-04IB0,Port 17, Data
DSM091050808019,DSM091050808019 ibp21s0f0,DSM09-0101-0508-04IB0,Port 18, Data
DSM091050808053,DSM091050808053 ibp21s0f0,DSM09-0101-0508-04IB0,Port 19, Data
DSM091050808037,DSM091050808037 ibp21s0f0,DSM09-0101-0508-04IB0,Port 20, Data
DSM091050809003,DSM091050809003 ibp21s0f0,DSM09-0101-0508-05IB0,Port 1, Data
DSM091050809019,DSM091050809019 ibp21s0f0,DSM09-0101-0508-05IB0,Port 2, Data
DSM091050809053,DSM091050809053 ibp21s0f0,DSM09-0101-0508-05IB0,Port 3, Data
DSM091050809037,DSM091050809037 ibp21s0f0,DSM09-0101-0508-05IB0,Port 4, Data
DSM091050810003,DSM091050810003 ibp21s0f0,DSM09-0101-0508-05IB0,Port 5, Data
DSM091050810019,DSM091050810019 ibp21s0f0,DSM09-0101-0508-05IB0,Port 6, Data
DSM091050810037,DSM091050810037 ibp21s0f0,DSM09-0101-0508-05IB0,Port 8, Data
DSM091050811003,DSM091050811003 ibp21s0f0,DSM09-0101-0508-05IB0,Port 9, Data
DSM091050811019,DSM091050811019 ibp21s0f0,DSM09-0101-0508-05IB0,Port 10, Data
DSM091050811053,DSM091050811053 ibp21s0f0,DSM09-0101-0508-05IB0,Port 11, Data
DSM091050811037,DSM091050811037 ibp21s0f0,DSM09-0101-0508-05IB0,Port 12, Data
DSM091050812003,DSM091050812003 ibp21s0f0,DSM09-0101-0508-05IB0,Port 13, Data
DSM091050812019,DSM091050812019 ibp21s0f0,DSM09-0101-0508-05IB0,Port 14, Data
DSM091050812037,DSM091050812037 ibp21s0f0,DSM09-0101-0508-05IB0,Port 16, Data
DSM091051206003,DSM091051206003 ibp21s0f0,DSM09-0101-0513-02IB0,Port 1, Data
DSM091051206019,DSM091051206019 ibp21s0f0,DSM09-0101-0513-02IB0,Port 2, Data
DSM091051206037,DSM091051206037 ibp21s0f0,DSM09-0101-0513-02IB0,Port 4, Data
DSM091051207003,DSM091051207003 ibp21s0f0,DSM09-0101-0513-02IB0,Port 5, Data
DSM091051207019,DSM091051207019 ibp21s0f0,DSM09-0101-0513-02IB0,Port 6, Data
DSM091051207053,DSM091051207053 ibp21s0f0,DSM09-0101-0513-02IB0,Port 7, Data
DSM091051208003,DSM091051208003 ibp21s0f0,DSM09-0101-0513-02IB0,Port 9, Data
DSM091051208019,DSM091051208019 ibp21s0f0,DSM09-0101-0513-02IB0,Port 10, Data
DSM091051208037,DSM091051208037 ibp21s0f0,DSM09-0101-0513-02IB0,Port 12, Data
DSM091051209003,DSM091051209003 ibp21s0f0,DSM09-0101-0513-02IB0,Port 13, Data
DSM091051209019,DSM091051209019 ibp21s0f0,DSM09-0101-0513-02IB0,Port 14, Data
DSM091051209053,DSM091051209053 ibp21s0f0,DSM09-0101-0513-02IB0,Port 15, Data
DSM091051209037,DSM091051209037 ibp21s0f0,DSM09-0101-0513-02IB0,Port 16, Data
DSM091051210003,DSM091051210003 ibp21s0f0,DSM09-0101-0513-02IB0,Port 17, Data
DSM091051210019,DSM091051210019 ibp21s0f0,DSM09-0101-0513-02IB0,Port 18, Data
DSM091051211003,DSM091051211003 ibp21s0f0,DSM09-0101-0513-03IB0,Port 1, Data
DSM091051211019,DSM091051211019 ibp21s0f0,DSM09-0101-0513-03IB0,Port 2, Data
DSM091051211053,DSM091051211053 ibp21s0f0,DSM09-0101-0513-03IB0,Port 3, Data
DSM091051211037,DSM091051211037 ibp21s0f0,DSM09-0101-0513-03IB0,Port 4, Data
DSM091051212003,DSM091051212003 ibp21s0f0,DSM09-0101-0513-03IB0,Port 5, Data
DSM091051212019,DSM091051212019 ibp21s0f0,DSM09-0101-0513-03IB0,Port 6, Data
DSM091051212053,DSM091051212053 ibp21s0f0,DSM09-0101-0513-03IB0,Port 7, Data
DSM091051212037,DSM091051212037 ibp21s0f0,DSM09-0101-0513-03IB0,Port 8, Data
DSM091051301003,DSM091051301003 ibp21s0f0,DSM09-0101-0513-03IB0,Port 9, Data
DSM091051301053,DSM091051301053 ibp21s0f0,DSM09-0101-0513-03IB0,Port 11, Data
DSM091051302003,DSM091051302003 ibp21s0f0,DSM09-0101-0513-03IB0,Port 13, Data
DSM091051302053,DSM091051302053 ibp21s0f0,DSM09-0101-0513-03IB0,Port 15, Data
DSM091051302037,DSM091051302037 ibp21s0f0,DSM09-0101-0513-03IB0,Port 16, Data
DSM091051303003,DSM091051303003 ibp21s0f0,DSM09-0101-0513-03IB0,Port 17, Data
DSM091051303019,DSM091051303019 ibp21s0f0,DSM09-0101-0513-03IB0,Port 18, Data
DSM091051303037,DSM091051303037 ibp21s0f0,DSM09-0101-0513-03IB0,Port 20, Data
DSM091051304003,DSM091051304003 ibp21s0f0,DSM09-0101-0513-04IB0,Port 1, Data
DSM091051304019,DSM091051304019 ibp21s0f0,DSM09-0101-0513-04IB0,Port 2, Data
DSM091051304053,DSM091051304053 ibp21s0f0,DSM09-0101-0513-04IB0,Port 3, Data
DSM091051304037,DSM091051304037 ibp21s0f0,DSM09-0101-0513-04IB0,Port 4, Data
DSM091051305003,DSM091051305003 ibp21s0f0,DSM09-0101-0513-04IB0,Port 5, Data
DSM091051305019,DSM091051305019 ibp21s0f0,DSM09-0101-0513-04IB0,Port 6, Data
DSM091051305053,DSM091051305053 ibp21s0f0,DSM09-0101-0513-04IB0,Port 7, Data
DSM091051305037,DSM091051305037 ibp21s0f0,DSM09-0101-0513-04IB0,Port 8, Data
DSM091051306003,DSM091051306003 ibp21s0f0,DSM09-0101-0513-04IB0,Port 9, Data
DSM091051306019,DSM091051306019 ibp21s0f0,DSM09-0101-0513-04IB0,Port 10, Data
DSM091051306053,DSM091051306053 ibp21s0f0,DSM09-0101-0513-04IB0,Port 11, Data
DSM091051306037,DSM091051306037 ibp21s0f0,DSM09-0101-0513-04IB0,Port 12, Data
DSM091051307003,DSM091051307003 ibp21s0f0,DSM09-0101-0513-04IB0,Port 13, Data
DSM091051307019,DSM091051307019 ibp21s0f0,DSM09-0101-0513-04IB0,Port 14, Data
DSM091051307053,DSM091051307053 ibp21s0f0,DSM09-0101-0513-04IB0,Port 15, Data
DSM091051307037,DSM091051307037 ibp21s0f0,DSM09-0101-0513-04IB0,Port 16, Data
DSM091051308003,DSM091051308003 ibp21s0f0,DSM09-0101-0513-04IB0,Port 17, Data
DSM091051308019,DSM091051308019 ibp21s0f0,DSM09-0101-0513-04IB0,Port 18, Data
DSM091051308053,DSM091051308053 ibp21s0f0,DSM09-0101-0513-04IB0,Port 19, Data
DSM091051308037,DSM091051308037 ibp21s0f0,DSM09-0101-0513-04IB0,Port 20, Data
DSM091050304003,DSM091050304003 ibp75s0f0,DSM09-0101-0514-09IB0,Port 1, Data
DSM091050304019,DSM091050304019 ibp75s0f0,DSM09-0101-0514-09IB0,Port 2, Data
DSM091050304053,DSM091050304053 ibp75s0f0,DSM09-0101-0514-09IB0,Port 3, Data
DSM091050304037,DSM091050304037 ibp75s0f0,DSM09-0101-0514-09IB0,Port 4, Data
DSM091050305003,DSM091050305003 ibp75s0f0,DSM09-0101-0514-09IB0,Port 5, Data
DSM091050305019,DSM091050305019 ibp75s0f0,DSM09-0101-0514-09IB0,Port 6, Data
DSM091050305053,DSM091050305053 ibp75s0f0,DSM09-0101-0514-09IB0,Port 7, Data
DSM091050305037,DSM091050305037 ibp75s0f0,DSM09-0101-0514-09IB0,Port 8, Data
DSM091050306003,DSM091050306003 ibp75s0f0,DSM09-0101-0514-09IB0,Port 9, Data
DSM091050306019,DSM091050306019 ibp75s0f0,DSM09-0101-0514-09IB0,Port 10, Data
DSM091050306053,DSM091050306053 ibp75s0f0,DSM09-0101-0514-09IB0,Port 11, Data
DSM091050306037,DSM091050306037 ibp75s0f0,DSM09-0101-0514-09IB0,Port 12, Data
DSM091050307003,DSM091050307003 ibp75s0f0,DSM09-0101-0514-09IB0,Port 13, Data
DSM091050307053,DSM091050307053 ibp75s0f0,DSM09-0101-0514-09IB0,Port 15, Data
DSM091050307037,DSM091050307037 ibp75s0f0,DSM09-0101-0514-09IB0,Port 16, Data
DSM091050308003,DSM091050308003 ibp75s0f0,DSM09-0101-0514-09IB0,Port 17, Data
DSM091050309003,DSM091050309003 ibp75s0f0,DSM09-0101-0514-10IB0,Port 1, Data
DSM091050309019,DSM091050309019 ibp75s0f0,DSM09-0101-0514-10IB0,Port 2, Data
DSM091050310019,DSM091050310019 ibp75s0f0,DSM09-0101-0514-10IB0,Port 6, Data
DSM091050310037,DSM091050310037 ibp75s0f0,DSM09-0101-0514-10IB0,Port 8, Data
DSM091050311003,DSM091050311003 ibp75s0f0,DSM09-0101-0514-10IB0,Port 9, Data
DSM091050311053,DSM091050311053 ibp75s0f0,DSM09-0101-0514-10IB0,Port 11, Data
DSM091050311037,DSM091050311037 ibp75s0f0,DSM09-0101-0514-10IB0,Port 12, Data
DSM091050312003,DSM091050312003 ibp75s0f0,DSM09-0101-0514-10IB0,Port 13, Data
DSM091050312019,DSM091050312019 ibp75s0f0,DSM09-0101-0514-10IB0,Port 14, Data
DSM091050312053,DSM091050312053 ibp75s0f0,DSM09-0101-0514-10IB0,Port 15, Data
DSM091050312037,DSM091050312037 ibp75s0f0,DSM09-0101-0514-10IB0,Port 16, Data
DSM091050101003,DSM091050101003 ibp85s0f0,DSM09-0101-0506-06IB0,Port 1, Data
DSM091050101019,DSM091050101019 ibp85s0f0,DSM09-0101-0506-06IB0,Port 2, Data
DSM091050101053,DSM091050101053 ibp85s0f0,DSM09-0101-0506-06IB0,Port 3, Data
DSM091050101037,DSM091050101037 ibp85s0f0,DSM09-0101-0506-06IB0,Port 4, Data
DSM091050102019,DSM091050102019 ibp85s0f0,DSM09-0101-0506-06IB0,Port 6, Data
DSM091050102053,DSM091050102053 ibp85s0f0,DSM09-0101-0506-06IB0,Port 7, Data
DSM091050102037,DSM091050102037 ibp85s0f0,DSM09-0101-0506-06IB0,Port 8, Data
DSM091050103003,DSM091050103003 ibp85s0f0,DSM09-0101-0506-06IB0,Port 9, Data
DSM091050103019,DSM091050103019 ibp85s0f0,DSM09-0101-0506-06IB0,Port 10, Data
DSM091050103053,DSM091050103053 ibp85s0f0,DSM09-0101-0506-06IB0,Port 11, Data
DSM091050104003,DSM091050104003 ibp85s0f0,DSM09-0101-0506-06IB0,Port 13, Data
DSM091050104019,DSM091050104019 ibp85s0f0,DSM09-0101-0506-06IB0,Port 14, Data
DSM091050104053,DSM091050104053 ibp85s0f0,DSM09-0101-0506-06IB0,Port 15, Data
DSM091050104037,DSM091050104037 ibp85s0f0,DSM09-0101-0506-06IB0,Port 16, Data
DSM091050105003,DSM091050105003 ibp85s0f0,DSM09-0101-0506-06IB0,Port 17, Data
DSM091050105053,DSM091050105053 ibp85s0f0,DSM09-0101-0506-06IB0,Port 19, Data
DSM091050105037,DSM091050105037 ibp85s0f0,DSM09-0101-0506-06IB0,Port 20, Data
DSM091050106003,DSM091050106003 ibp85s0f0,DSM09-0101-0506-07IB0,Port 1, Data
DSM091050106019,DSM091050106019 ibp85s0f0,DSM09-0101-0506-07IB0,Port 2, Data
DSM091050106053,DSM091050106053 ibp85s0f0,DSM09-0101-0506-07IB0,Port 3, Data
DSM091050106037,DSM091050106037 ibp85s0f0,DSM09-0101-0506-07IB0,Port 4, Data
